"Time","Radiation","Temperature","Pressure","Humidity","WindDirection(Degrees)","Speed"
"23:55:26","1.21","28","30.46","59","177.39","5.62"
"23:50:23","1.21","28","30.46","58","176.78","3.37"
"23:45:26","1.23","28","30.46","57","158.75","3.37"
"23:40:21","1.21","28","30.46","60","137.71","3.37"
"23:35:24","1.17","28","30.46","62","104.95","5.62"
"23:30:24","1.21","28","30.46","64","120.2","5.62"
"23:25:19","1.2","29","30.46","72","112.45","6.75"
"23:20:22","1.24","29","30.46","71","122.97","5.62"
"23:15:22","1.23","29","30.46","80","101.18","4.5"
"23:10:22","1.21","29","30.46","85","141.87","4.5"
"23:05:23","1.23","29","30.47","93","120.55","2.25"
"23:00:25","1.21","29","30.47","98","144.19","3.37"
"22:55:20","1.22","29","30.47","99","139.8","6.75"
"22:50:19","1.21","30","30.47","99","140.92","2.25"
"22:45:31","1.23","30","30.47","99","147.61","5.62"
"22:40:23","1.22","30","30.47","99","113.78","4.5"
"22:35:19","1.21","30","30.47","99","123.03","10.12"
"22:30:22","1.22","30","30.47","99","173.73","6.75"
"22:25:19","1.22","30","30.47","98","91.43","6.75"
"22:20:22","1.2","30","30.47","98","109.74","6.75"
"22:15:22","1.2","30","30.47","98","143.53","2.25"
"22:10:21","1.2","30","30.47","97","146.76","5.62"
"22:05:20","1.21","30","30.47","97","158.35","4.5"
"22:00:26","1.22","30","30.47","97","166.05","5.62"
"21:55:20","1.22","30","30.47","96","151.82","5.62"
"21:50:32","1.22","30","30.47","96","152.52","6.75"
"21:45:28","1.24","30","30.47","95","127.82","7.87"
"21:40:20","1.23","30","30.47","95","157.58","6.75"
"21:35:21","1.23","30","30.47","95","172.96","7.87"
"21:30:21","1.23","30","30.47","95","143.82","6.75"
"21:25:22","1.24","30","30.47","94","154.03","5.62"
"21:20:21","1.2","30","30.47","93","165.93","4.5"
"21:15:23","1.24","30","30.47","93","139.82","7.87"
"21:10:20","1.21","29","30.47","93","166.07","9"
"21:05:26","1.24","30","30.47","93","116.16","5.62"
"21:00:20","1.2","30","30.47","92","157.48","4.5"
"20:55:18","1.19","30","30.47","91","112.27","7.87"
"20:50:20","1.25","30","30.47","90","133.69","6.75"
"20:45:24","1.25","30","30.47","88","140.64","6.75"
"20:40:19","1.23","30","30.47","87","52.89","1.12"
"20:35:19","1.21","30","30.47","86","132.66","4.5"
"20:30:18","1.25","30","30.46","85","138.35","5.62"
"20:25:20","1.23","30","30.46","84","109.87","3.37"
"20:20:23","1.23","30","30.47","81","123.25","3.37"
"20:15:20","1.26","30","30.46","75","158.64","4.5"
"20:10:22","1.17","30","30.46","70","165.22","5.62"
"20:05:22","1.22","30","30.46","63","160.51","3.37"
"20:00:18","1.22","30","30.46","51","155.36","4.5"
"19:55:23","1.22","30","30.46","47","157.78","6.75"
"19:50:22","1.24","30","30.46","46","151.6","3.37"
"19:45:25","1.25","30","30.46","47","105.78","4.5"
"19:40:22","1.19","30","30.46","48","135.55","4.5"
"19:35:22","1.19","30","30.46","56","140.92","4.5"
"19:30:20","1.23","30","30.46","57","165","4.5"
"19:25:21","1.19","31","30.46","55","126.63","3.37"
"19:20:20","1.23","31","30.46","54","119.97","4.5"
"19:15:22","1.22","31","30.45","53","95.57","2.25"
"19:10:24","1.24","31","30.45","51","100.02","4.5"
"19:05:20","1.24","31","30.45","51","111.73","2.25"
"19:00:24","1.23","31","30.45","52","145.77","5.62"
"18:55:19","1.23","31","30.45","51","105.89","6.75"
"18:50:24","1.24","31","30.45","52","120.86","5.62"
"18:45:19","1.23","31","30.44","55","170.11","5.62"
"18:40:21","1.21","32","30.44","55","107.15","5.62"
"18:35:21","1.24","32","30.44","55","129.29","6.75"
"18:30:23","1.18","32","30.45","59","158.73","3.37"
"18:25:19","1.52","32","30.44","59","211.38","2.25"
"18:20:23","5.07","33","30.44","61","174.97","4.5"
"18:15:21","6.16","33","30.44","62","120.78","7.87"
"18:10:52","6.63","33","30.44","59","118.82","5.62"
"18:05:22","10.96","34","30.44","59","154.16","4.5"
"18:00:22","19.42","35","30.44","57","58.42","6.75"
"17:55:22","27.14","35","30.44","53","47.86","4.5"
"17:50:19","33.75","36","30.44","52","74.56","2.25"
"17:45:22","49.57","36","30.44","49","25.72","6.75"
"17:40:22","59.62","36","30.44","50","102.11","2.25"
"17:35:38","87.23","36","30.44","48","67.49","3.37"
"17:30:25","109.93","36","30.43","49","180.29","2.25"
"17:25:25","130.82","37","30.43","57","150.2","2.25"
"17:20:25","160.52","37","30.43","55","47.3","5.62"
"17:15:20","191.37","38","30.43","52","333.81","1.12"
"17:10:20","207.05","38","30.43","49","41.62","4.5"
"17:05:22","240.99","38","30.43","45","132.36","5.62"
"17:00:24","274.83","38","30.43","41","332.09","4.5"
"16:55:25","300.94","38","30.43","55","45.88","3.37"
"16:50:22","322.71","38","30.43","56","94.24","7.87"
"16:45:38","346.59","38","30.43","50","81.57","6.75"
"16:40:20","364.18","38","30.43","49","351.03","7.87"
"16:35:41","368.35","38","30.43","51","78.81","5.62"
"16:30:22","362.84","38","30.43","46","85.96","5.62"
"16:25:21","423.9","39","30.43","48","19.78","4.5"
"16:20:25","457.69","38","30.43","59","18.26","4.5"
"16:15:23","511.38","38","30.43","52","69.08","3.37"
"16:10:22","566.83","38","30.43","52","40.87","4.5"
"16:05:20","187.96","38","30.43","49","0.13","4.5"
"16:00:20","310.59","39","30.43","58","27.34","9"
"15:55:22","230.26","39","30.43","46","359.93","3.37"
"15:50:21","623.31","40","30.43","46","22.18","7.87"
"15:45:22","312.1","40","30.43","48","4.38","10.12"
"15:40:24","803.72","40","30.43","44","355.03","7.87"
"15:35:19","671.97","40","30.42","47","0.4","7.87"
"15:30:20","670.32","40","30.42","51","53.16","4.5"
"15:25:21","679.73","40","30.42","48","353.87","9"
"15:20:24","687.62","40","30.43","54","2.04","4.5"
"15:15:18","697.66","41","30.42","53","34.85","11.25"
"15:10:21","716.27","41","30.42","44","11.08","7.87"
"15:05:23","744.43","41","30.43","50","1.6","5.62"
"15:02:10","612.34","41","30.42","53","345.21","7.87"
"14:55:21","760.9","41","30.42","50","165.42","4.5"
"14:50:21","773.71","41","30.42","57","30.3","6.75"
"14:45:18","790.08","41","30.42","59","34.24","3.37"
"14:40:23","804.28","41","30.42","59","19.11","7.87"
"14:35:24","818.82","41","30.42","53","84.61","6.75"
"14:30:19","855.63","42","30.42","51","31.88","5.62"
"14:25:20","875.16","42","30.42","58","149.48","3.37"
"14:20:21","867.9","42","30.42","54","62.54","3.37"
"14:15:27","872.67","42","30.43","58","39.59","5.62"
"14:10:20","890.52","42","30.43","50","122.13","4.5"
"14:00:19","911.06","42","30.43","53","65.07","7.87"
"13:55:20","925.16","42","30.43","49","69.79","7.87"
"13:50:20","933.15","42","30.43","47","346.87","5.62"
"13:45:21","942.73","42","30.43","53","359.93","5.62"
"13:40:21","955.74","42","30.43","50","9.92","4.5"
"13:35:21","959.47","42","30.43","54","19.98","9"
"13:30:20","970.22","42","30.43","57","0.9","6.75"
"13:25:18","974.87","42","30.43","54","19.13","11.25"
"13:20:20","985.22","42","30.44","53","61.93","7.87"
"13:15:25","992.19","42","30.43","50","63.35","10.12"
"13:10:22","997.26","42","30.44","56","171.18","7.87"
"13:05:22","1004.6","42","30.44","54","45.65","7.87"
"13:00:19","1007.96","43","30.44","54","15.92","11.25"
"12:55:22","1013.59","43","30.44","54","130.14","9"
"12:50:20","1020.55","42","30.44","51","21.54","10.12"
"12:45:19","1025.63","42","30.44","45","70.89","15.75"
"12:40:20","1029.41","43","30.45","46","59.62","12.37"
"12:35:20","1034.46","43","30.45","43","79.08","7.87"
"12:30:19","1033.54","43","30.45","43","359.46","5.62"
"12:25:21","1039.06","43","30.45","40","59.89","4.5"
"12:20:20","1039.67","43","30.45","39","40.66","6.75"
"12:15:20","1037.76","44","30.46","41","20.44","14.62"
"12:10:24","1039.52","44","30.45","41","40.4","13.5"
"12:05:20","1040.14","43","30.45","41","117.62","4.5"
"12:00:27","1039.22","43","30.46","42","354.78","1.12"
"11:55:20","1035.99","43","30.46","41","35.68","4.5"
"11:50:20","1033.49","43","30.46","39","350","5.62"
"11:45:18","1029.15","43","30.46","41","14.63","9"
"11:40:20","1025.51","43","30.46","41","349.53","2.25"
"11:35:19","1023.78","43","30.46","41","31.9","9"
"11:30:22","1017.57","43","30.47","37","339.83","3.37"
"11:25:20","1013.93","43","30.47","34","67.14","11.25"
"11:20:21","1009.36","43","30.47","34","61.67","9"
"11:15:22","1002.89","43","30.47","33","32.74","6.75"
"11:11:56","999.19","43","30.47","31","4.51","6.75"
"11:05:22","987.02","42","30.47","36","38.9","10.12"
"11:00:23","981.66","43","30.47","40","28.85","7.87"
"10:55:21","973.79","43","30.47","35","114.97","5.62"
"10:50:22","964.46","43","30.47","37","60.94","6.75"
"10:45:20","957.02","42","30.47","40","37.85","7.87"
"10:40:22","946.32","42","30.47","44","38.03","11.25"
"10:35:22","933.08","42","30.47","45","37.37","11.25"
"10:30:21","926.79","42","30.47","43","10.44","5.62"
"10:25:19","915.84","42","30.47","42","5.51","11.25"
"10:20:19","901.65","42","30.47","42","24.74","9"
"10:15:23","899.53","41","30.47","46","37.67","7.87"
"10:10:20","878.76","42","30.47","49","61.93","7.87"
"10:05:23","867.98","41","30.47","44","359.93","6.75"
"10:00:25","855.89","42","30.47","41","26.99","7.87"
"09:55:21","841.52","41","30.47","42","21.37","9"
"09:50:22","830.19","42","30.47","38","52.73","10.12"
"09:45:19","815.1","42","30.47","39","61.67","6.75"
"09:40:20","799.29","42","30.47","41","42.59","5.62"
"09:35:25","785.6","41","30.47","41","37.83","7.87"
"09:30:21","768.39","41","30.47","45","7.14","7.87"
"09:25:19","754.06","41","30.47","44","186.9","4.5"
"09:20:22","738.75","41","30.47","43","7.25","7.87"
"09:15:23","722.23","41","30.46","44","33.19","11.25"
"09:10:23","706.41","41","30.46","44","56.91","6.75"
"09:05:21","686.3","41","30.46","45","70.29","3.37"
"09:00:26","669.11","40","30.46","49","16.18","9"
"08:55:21","652.51","41","30.46","47","52.76","2.25"
"08:50:23","634.99","41","30.46","41","14.96","6.75"
"08:45:27","617.87","41","30.46","31","19.08","7.87"
"08:40:21","597.41","41","30.46","34","0.1","2.25"
"08:35:22","578.24","41","30.46","31","24.56","4.5"
"08:30:21","559.23","40","30.46","35","41.61","1.12"
"08:25:21","538.41","40","30.46","37","31.05","3.37"
"08:20:23","519.16","40","30.46","41","25.35","4.5"
"08:15:21","499.21","40","30.45","40","3.77","3.37"
"08:10:19","478.48","40","30.45","40","17.86","3.37"
"08:05:18","458.27","39","30.45","40","74.63","1.12"
"08:00:24","438.05","39","30.45","45","64.84","2.25"
"07:55:19","416.28","40","30.44","30","53.32","5.62"
"07:50:19","395.14","39","30.44","31","75.7","3.37"
"07:45:20","373.7","38","30.44","34","58.43","2.25"
"07:40:19","352.56","37","30.43","34","113.5","1.12"
"07:30:21","305.78","34","30.43","38","146.52","1.12"
"07:25:21","278.29","32","30.43","42","142.16","2.25"
"07:20:28","251.51","31","30.43","44","151.94","2.25"
"07:15:24","222.48","30","30.43","46","143.23","4.5"
"07:10:22","164.44","29","30.43","47","172.83","3.37"
"07:05:23","21.36","28","30.43","48","176.93","4.5"
"07:00:25","20","28","30.42","50","182.88","5.62"
"06:55:23","19.24","28","30.42","51","173.07","7.87"
"06:50:19","18.33","27","30.42","53","191.44","7.87"
"06:45:20","17.31","27","30.42","54","193.99","9"
"06:40:22","16.09","27","30.42","55","190.38","10.12"
"06:35:19","14.73","27","30.42","56","179.45","10.12"
"06:30:20","12.53","27","30.42","57","188.58","6.75"
"06:25:21","9.86","27","30.42","57","188.37","7.87"
"06:20:20","7.7","27","30.41","58","192.09","7.87"
"06:15:22","6.17","27","30.41","61","157.11","7.87"
"06:10:23","4.32","27","30.41","62","177.65","6.75"
"06:05:20","2.34","27","30.41","62","187.76","7.87"
"06:00:24","1.47","27","30.41","61","185.73","7.87"
"05:55:25","1.21","27","30.41","60","184.95","9"
"05:50:21","1.23","27","30.41","59","182.07","9"
"05:45:21","1.24","26","30.41","58","184.89","10.12"
"05:40:21","1.23","26","30.4","59","190.62","7.87"
"05:35:26","1.21","26","30.4","58","188.4","7.87"
"05:30:27","1.21","26","30.4","58","193.81","5.62"
"05:25:22","1.22","25","30.4","56","191.32","6.75"
"05:20:24","1.22","25","30.4","56","184.3","5.62"
"05:15:21","1.2","25","30.4","55","174.74","4.5"
"05:10:22","1.2","25","30.4","55","184.56","6.75"
"05:05:20","1.16","26","30.4","55","165.66","6.75"
"05:00:22","1.15","26","30.4","53","177.23","4.5"
"04:55:25","1.18","26","30.4","51","173.92","4.5"
"04:50:25","1.18","26","30.4","50","174.53","5.62"
"04:45:20","1.18","26","30.4","50","163.85","3.37"
"04:40:21","1.19","26","30.4","49","166.26","4.5"
"04:35:19","1.18","26","30.39","49","176.34","3.37"
"04:30:25","1.2","26","30.39","48","170.62","5.62"
"04:25:25","1.17","26","30.39","47","176.8","3.37"
"04:20:21","1.17","26","30.39","47","170.45","4.5"
"04:15:29","1.18","26","30.39","45","180.3","3.37"
"04:10:22","1.21","26","30.39","45","187.66","6.75"
"04:05:18","1.17","26","30.39","45","173.01","5.62"
"04:00:20","1.18","26","30.39","45","178.75","5.62"
"03:55:20","1.19","26","30.39","47","171.85","6.75"
"03:50:26","1.18","26","30.39","47","189.46","6.75"
"03:45:22","1.2","26","30.39","48","169.78","5.62"
"03:40:26","1.22","26","30.39","50","183.99","6.75"
"03:35:22","1.21","26","30.39","52","173.17","5.62"
"03:30:19","1.22","26","30.38","55","186.34","7.87"
"03:25:23","1.21","26","30.38","56","159.97","6.75"
"03:20:23","1.18","27","30.38","57","170.61","4.5"
"03:15:22","1.24","27","30.39","58","171.98","3.37"
"03:10:24","1.22","27","30.38","58","177.67","6.75"
"03:05:19","1.24","27","30.39","58","165.64","5.62"
"03:00:19","1.26","27","30.38","58","181.39","4.5"
"02:55:25","1.18","27","30.38","58","156.71","3.37"
"02:50:25","1.24","27","30.39","58","156.31","7.87"
"02:45:23","1.19","27","30.39","59","168.46","4.5"
"02:40:23","1.2","27","30.39","59","172.8","5.62"
"02:35:22","1.24","27","30.39","60","158.68","5.62"
"02:30:25","1.23","27","30.39","60","167.47","6.75"
"02:25:21","1.25","27","30.39","60","165.89","5.62"
"02:20:21","1.23","27","30.39","62","163.06","5.62"
"02:15:23","1.2","27","30.39","64","154.2","2.25"
"02:10:20","1.24","27","30.39","64","190.87","6.75"
"02:05:24","1.24","27","30.39","66","168.77","4.5"
"02:00:30","1.23","27","30.4","65","183.32","5.62"
"01:55:24","1.2","27","30.4","68","170.4","4.5"
"01:50:23","1.21","28","30.4","70","186.06","5.62"
"01:45:24","1.22","28","30.4","69","152.34","5.62"
"01:40:18","1.25","28","30.4","71","171.74","5.62"
"01:35:21","1.18","28","30.4","73","164.9","6.75"
"01:30:21","1.22","28","30.4","76","193.66","5.62"
"01:25:20","1.21","28","30.4","76","183.44","5.62"
"01:20:23","1.25","28","30.4","77","169.53","5.62"
"01:15:20","1.23","28","30.41","77","170.89","5.62"
"01:10:26","1.23","28","30.41","77","180.16","5.62"
"01:05:19","1.22","28","30.41","78","159.54","5.62"
"01:00:24","1.23","28","30.41","78","160.62","5.62"
"00:55:25","1.23","28","30.41","78","179.43","5.62"
"00:50:29","1.19","28","30.41","78","177.17","5.62"
"00:45:24","1.22","28","30.41","78","176.09","3.37"
"00:40:19","1.22","28","30.41","78","170.4","6.75"
"00:35:21","1.22","29","30.41","78","181.25","4.5"
"00:30:22","1.22","29","30.41","77","183.79","7.87"
"00:25:24","1.22","29","30.41","78","166.36","4.5"
"00:20:25","1.23","29","30.42","77","168.56","5.62"
"00:10:23","1.21","30","30.42","75","162.03","5.62"
"00:05:20","1.22","30","30.42","75","121.92","2.25"
"00:00:31","1.21","29","30.42","75","148.94","6.75"
"23:55:21","1.24","30","30.42","75","167.24","5.62"
"23:50:24","1.23","30","30.42","74","169.78","5.62"
"23:45:31","1.22","30","30.42","74","183.28","4.5"
"23:40:21","1.21","30","30.42","74","159.15","6.75"
"23:35:21","1.24","30","30.42","73","176.24","4.5"
"23:30:24","1.23","30","30.42","74","158.44","6.75"
"23:25:21","1.23","30","30.42","75","161.04","7.87"
"23:20:23","1.24","30","30.43","75","145.97","6.75"
"23:15:20","1.19","30","30.43","77","168.62","7.87"
"23:10:23","1.22","30","30.43","79","160.36","5.62"
"23:05:21","1.22","30","30.43","79","149.44","4.5"
"23:00:25","1.23","30","30.43","81","147.81","9"
"22:55:20","1.2","31","30.43","82","161.97","5.62"
"22:50:24","1.22","31","30.43","84","169.04","6.75"
"22:45:22","1.2","31","30.43","86","167.45","5.62"
"22:40:19","1.23","30","30.43","88","163.91","6.75"
"22:35:23","1.22","30","30.43","89","142.26","10.12"
"22:30:25","1.23","30","30.43","89","161.97","12.37"
"22:25:27","1.23","31","30.43","87","159.7","9"
"22:20:21","1.22","31","30.44","85","78.09","5.62"
"22:15:20","1.23","31","30.43","77","88.77","4.5"
"22:10:25","1.21","31","30.43","75","130.36","4.5"
"22:05:21","1.21","31","30.43","75","162.76","4.5"
"22:00:20","1.2","31","30.43","73","146.94","7.87"
"21:55:20","1.2","31","30.43","71","116.25","3.37"
"21:50:28","1.21","31","30.43","71","144.4","3.37"
"21:45:22","1.22","31","30.43","68","148.71","7.87"
"21:40:21","1.21","31","30.43","66","153.22","5.62"
"21:35:24","1.24","31","30.43","67","179.54","5.62"
"21:30:30","1.2","31","30.43","69","180.65","2.25"
"21:25:21","1.22","31","30.43","72","157.82","3.37"
"21:20:23","1.21","31","30.44","67","135.43","5.62"
"21:15:28","1.25","31","30.43","67","100.03","2.25"
"21:10:20","1.25","31","30.43","68","112.05","6.75"
"21:05:20","1.23","31","30.43","70","151.33","9"
"21:00:26","1.23","31","30.43","75","138.72","6.75"
"20:55:18","1.23","31","30.43","73","159.9","7.87"
"20:50:21","1.18","32","30.43","68","105.34","4.5"
"20:45:20","1.24","32","30.43","67","127.43","5.62"
"20:40:19","1.23","32","30.43","67","120.88","7.87"
"20:35:18","1.2","32","30.43","65","88.97","2.25"
"20:30:22","1.23","32","30.42","65","111.28","4.5"
"20:25:24","1.23","32","30.42","66","140.23","5.62"
"20:20:29","1.23","32","30.42","65","160.04","6.75"
"20:15:24","1.23","32","30.42","66","139.86","10.12"
"20:10:19","1.21","32","30.41","67","122.69","6.75"
